"id","name","slug","brand","category","strain","thc","cbd","lab_test"
"13080","Girl Scout Cookies - Shatter","wicked-botanicals-girl-scout-cookies-shatter","Wicked Botanicals","Concentrate,Shatter,","Girl Scout Cookies",,,
"13081","Purple Elephant - Shatter","wicked-botanicals-purple-elephant-shatter","Wicked Botanicals","Concentrate,Shatter,","Purple Elephant",,,
"13082","Jack - Wax","unknown-producer-jack-wax","Unknown Producer","Concentrate,Wax,","Jack",,,
"13083","J1 - Kief","unknown-producer-j1-kief","Unknown Producer","Concentrate,Kief,","J1",,,
"13084","Alpine Star - Wax","couch-glue-concentrates-alpine-star-wax","Couch Glue Concentrates","Concentrate,Wax,","Alpine Star",,,
"13085","Skywalker OG - Oil","prism-skywalker-og-oil","Prism","Concentrate,Oil,","Skywalker OG",,,
"13086","Platinum Cookies - Wax","dankman-platinum-cookies-wax","DankMan","Concentrate,Wax,","Platinum Cookies",,,
"13087","Girl Scout Cookies - Wax","dankman-girl-scout-cookies-wax","DankMan","Concentrate,Wax,","Girl Scout Cookies",,,
"13088","Widow OG - Wax","empress-enterprises-widow-og-wax","Empress Enterprises","Concentrate,Wax,","Widow OG",,,
"13089","Super Sour OG - Wax","unknown-producer-super-sour-og-wax","Unknown Producer","Concentrate,Wax,","Super Sour OG",,,
"13090","Cadillac Cookies - Wax","ivxx-cadillac-cookies-wax","IVXX","Concentrate,Wax,","Cadillac Cookies",,,
"13091","Grape Berry Kush - Wax","unknown-producer-grape-berry-kush-wax","Unknown Producer","Concentrate,Wax,","Grape Berry Kush",,,
"13092","Blue Dream x Pineapple - Water Hash","unknown-producer-blue-dream-x-pineapple-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Blue Dream x Pineapple",,,
"13093","White OG - Water Hash","unknown-producer-white-og-water-hash","Unknown Producer","Concentrate,Bubble Hash,","White OG",,,
"13094","Sour Diesel Haze - Water Hash","unknown-producer-sour-diesel-haze-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Sour Diesel Haze",,,
"13095","Shiskeberry (Shiskaberry) - Water Hash","unknown-producer-shiskeberry-shiskaberry-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Shiskeberry (Shiskaberry)",,,
"13096","Pineapple Thai - Shatter","unknown-producer-pineapple-thai-shatter","Unknown Producer","Concentrate,Shatter,","Pineapple Thai",,,
"13097","Long Peak Blue - Water Hash","unknown-producer-long-peak-blue-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Long Peak Blue",,,
"13098","Honeysuckle - Wax","unknown-producer-honeysuckle-wax","Unknown Producer","Concentrate,Wax,","Honeysuckle",,,
"13099","Dutch Blue Automatic - Water Hash","unknown-producer-dutch-blue-automatic-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Dutch Blue Automatic",,,
"13100","Cherry Affie - Water Hash","unknown-producer-cherry-affie-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Cherry Affie",,,
"13101","Skywalker - Vaporizer Cartridge","oasis-skywalker-vaporizer-cartridge","Oasis","Vapes,Vape Cartidge,","Skywalker",,,
"13102","Lemon Jack - Vaporizer Cartridge","oasis-lemon-jack-vaporizer-cartridge","Oasis","Vapes,Vape Cartidge,","Lemon Jack",,,
"13103","Sweet Island Skunk - Shatter","critical-concentrates-sweet-island-skunk-shatter","CritiCal Concentrates","Concentrate,Shatter,","Sweet Island Skunk",,,
"13104","Orange Creamsicle - Oil","the-clear-concentrate-orange-creamsicle-oil","The Clear Concentrate","Concentrate,Oil,","Orange Creamsicle",,,
"13105","Girl Scout Cookies - Shatter","triforce-extractions-girl-scout-cookies-shatter","Triforce Extractions","Concentrate,Shatter,","Girl Scout Cookies",,,
"13106","Essentia - Oil","critical-concentrates-essentia-oil","CritiCal Concentrates","Concentrate,Oil,","Essentia",,,
"13107","Blue Lightning - Hash","unknown-producer-blue-lightning-hash","Unknown Producer",,"Blue Lightning",,,
"13108","StarDawg - Hash","unknown-producer-stardawg-hash","Unknown Producer",,"StarDawg",,,
"13109","All of The Above (AOTA) - Hash","unknown-producer-all-of-the-above-aota-hash","Unknown Producer",,"All of The Above (AOTA)",,,
"13110","Sharksbreath - Hash","unknown-producer-sharksbreath-hash","Unknown Producer",,"Sharksbreath",,,
"13111","The Dutchess - Wax","unknown-producer-the-dutchess-wax","Unknown Producer","Concentrate,Wax,","The Dutchess",,,
"13112","Purple Goo - Wax","unknown-producer-purple-goo-wax","Unknown Producer","Concentrate,Wax,","Purple Goo",,,
"13113","Skunk - Wax","unknown-producer-skunk-wax","Unknown Producer","Concentrate,Wax,","Skunk",,,
"13114","Space Ghost - Shatter","unknown-producer-space-ghost-shatter","Unknown Producer","Concentrate,Shatter,","Space Ghost",,,
"13115","Super Lemon OG - Wax","unknown-producer-super-lemon-og-wax","Unknown Producer","Concentrate,Wax,","Super Lemon OG",,,
"13116","Super Lemon OG - Water Hash","unknown-producer-super-lemon-og-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Super Lemon OG",,,
"13117","Lambsbread Landrace - Vaporizer Cartridge","bhang-lambsbread-landrace-vaporizer-cartridge","Bhang","Vapes,Vape Cartidge,","Lambsbread Landrace",,,
"13118","Firehouse - Oil","unknown-producer-firehouse-oil","Unknown Producer","Concentrate,Oil,","Firehouse",,,
"13119","Afghani Granddaddy - Hash","unknown-producer-afghani-granddaddy-hash","Unknown Producer",,"Afghani Granddaddy",,,
"13120","Headband - Water Hash","aquadabs-headband-water-hash","AquaDabs","Concentrate,Bubble Hash,","Headband",,,
"13121","Blueberry - Oil","true-co2-blueberry-oil","True CO2","Concentrate,Oil,","Blueberry",,,
"13122","Sour OG - Wax","utopia-farms-sour-og-wax","Utopia Farms","Concentrate,Wax,","Sour OG",,,
"13123","Lemon Thai - Hash","unknown-producer-lemon-thai-hash","Unknown Producer",,"Lemon Thai",,,
"13124","Larry OG Kush - Wax","utopia-farms-larry-og-kush-wax","Utopia Farms","Concentrate,Wax,","Larry OG Kush",,,
"13125","Alaskan Matanuska Thunderfuck - Shatter","unknown-producer-alaskan-matanuska-thunderfuck-shatter","Unknown Producer","Concentrate,Shatter,","Alaskan Matanuska Thunderfuck",,,
"13126","Diablo OG Kush - Shatter","unknown-producer-diablo-og-kush-shatter","Unknown Producer","Concentrate,Shatter,","Diablo OG Kush",,,
"13127","Zkittles - Shatter","unknown-producer-zkittles-shatter","Unknown Producer","Concentrate,Shatter,","Zkittles",,,
"13128","Sour OG - Crumble","unknown-producer-sour-og-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Sour OG",,,
"13129","Sour Strawberry Kush - Crumble","unknown-producer-sour-strawberry-kush-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Sour Strawberry Kush",,,
"13130","Matanuska Mint (Mist) - Water Hash","unknown-producer-matanuska-mint-mist-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Matanuska Mint (Mist)",,,
"13131","Skywalker OG - Wax","dunk-life-skywalker-og-wax","Dunk Life","Concentrate,Wax,","Skywalker OG",,,
"13132","Sour Diesel - Wax","dunk-life-sour-diesel-wax","Dunk Life","Concentrate,Wax,","Sour Diesel",,,
"13133","Blue Dream - Shatter","gold-coast-extracts-blue-dream-shatter","Gold Coast Extracts","Concentrate,Shatter,","Blue Dream",,,
"13134","Animal Cookies - Shatter","panacea-farm-animal-cookies-shatter","Panacea Farm","Concentrate,Shatter,","Animal Cookies",,,
"13135","Skywalker OG - Shatter","omg-extracts-skywalker-og-shatter","OMG Extracts","Concentrate,Shatter,","Skywalker OG",,,
"13136","Platinum OG Kush - Shatter","omg-extracts-platinum-og-kush-shatter","OMG Extracts","Concentrate,Shatter,","Platinum OG Kush",,,
"13137","OG x Haze - Shatter","nuthin-but-nectar-extracts-og-x-haze-shatter","Nuthin But Nectar Extracts","Concentrate,Shatter,","OG x Haze",,,
"13138","Pure Kush (PK) - Shatter","panacea-farm-pure-kush-pk-shatter","Panacea Farm","Concentrate,Shatter,","Pure Kush (PK)",,,
"13139","Tangelo Kush - Vaporizer Cartridge","brite-labs-tangelo-kush-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Tangelo Kush",,,
"13140","Headband - Vaporizer Cartridge","brite-labs-headband-vaporizer-cartridge","Brite Labs","Vapes,Vape Cartidge,","Headband",,,
"13141","Purple Berry - Water Hash","unknown-producer-purple-berry-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Purple Berry",,,
"13142","Thin Mint - Wax","dynasty-extracts-thin-mint-wax","Dynasty Extracts","Concentrate,Wax,","Thin Mint",,,
"13143","3 Kings - Wax","dynasty-extracts-3-kings-wax","Dynasty Extracts","Concentrate,Wax,","3 Kings",,,
"13144","Diablo - Oil","proper-diablo-oil","Proper","Concentrate,Oil,","Diablo",,,
"13145","Day Tripper - Oil","proper-day-tripper-oil","Proper","Concentrate,Oil,","Day Tripper",,,
"13146","Chocolope (D-line) - Oil","proper-chocolope-d-line-oil","Proper","Concentrate,Oil,","Chocolope (D-line)",,,
"13147","Juicy Fruit - Oil","oregrown-industries-inc-juicy-fruit-oil","Oregrown Industries, Inc.","Concentrate,Oil,","Juicy Fruit",,,
"13148","Sherpa Berry - Oil","om-extracts-sherpa-berry-oil","Om Extracts","Concentrate,Oil,","Sherpa Berry",,,
"13149","Rocky Mountain Tangerine - Oil","om-extracts-rocky-mountain-tangerine-oil","Om Extracts","Concentrate,Oil,","Rocky Mountain Tangerine",,,
"13150","Peaches & Cream - Oil","om-extracts-peaches-cream-oil","Om Extracts","Concentrate,Oil,","Peaches & Cream",,,
"13151","Razzberry Kush - Crumble","oregon-grown-extracts-razzberry-kush-crumble","Oregon Grown Extracts","Concentrate,Crumble,Wax,","Razzberry Kush",,,
"13152","Double Dream - Oil","oregon-grown-extracts-double-dream-oil","Oregon Grown Extracts","Concentrate,Oil,","Double Dream",,,
"13153","Cherry Pie OG - Oil","oregon-grown-extracts-cherry-pie-og-oil","Oregon Grown Extracts","Concentrate,Oil,","Cherry Pie OG",,,
"13154","Grape Stomper - Kief","unknown-producer-grape-stomper-kief","Unknown Producer","Concentrate,Kief,","Grape Stomper",,,
"13155","San Fernando Valley OG (SFV OG) - Space Foam","canna-magic-san-fernando-valley-og-sfv-og-space-foam","Canna Magic","Concentrate,Wax,","San Fernando Valley OG (SFV OG)","72%","0.09%","https://www.cannabisreports.com/lab-tests/1/10a3c876f7b047fcb3b37eb5e0c956e502030a20.pdf"
"13156","Pennywise - Oil","dankman-pennywise-oil","DankMan","Concentrate,Oil,","Pennywise",,,
"13157","Cannatonic - Oil","dankman-cannatonic-oil","DankMan","Concentrate,Oil,","Cannatonic",,,
"13158","Banana Tangie - Shatter","moxie-seeds-extracts-banana-tangie-shatter","Moxie Seeds & Extracts","Concentrate,Shatter,","Banana Tangie",,,
"13159","Banana Kush - Shatter","moxie-seeds-extracts-banana-kush-shatter","Moxie Seeds & Extracts","Concentrate,Shatter,","Banana Kush",,,
"13160","Jilly Bean (Jillybean) - Shatter","prime-extractions-jilly-bean-jillybean-shatter","Prime Extractions","Concentrate,Shatter,","Jilly Bean (Jillybean)",,,
"13161","Blue Sky - Wax","unknown-producer-blue-sky-wax","Unknown Producer","Concentrate,Wax,","Blue Sky",,,
"13162","Skywalker - Shatter","unknown-producer-skywalker-shatter","Unknown Producer","Concentrate,Shatter,","Skywalker",,,
"13163","Mars OG - Hash","unknown-producer-mars-og-hash","Unknown Producer",,"Mars OG",,,
"13164","Lavender Goo - Hash","unknown-producer-lavender-goo-hash","Unknown Producer",,"Lavender Goo",,,
"13165","Granddaddy Purple (GDP) - Shatter","muffin-man-extracts-granddaddy-purple-gdp-shatter","Muffin Man Extracts","Concentrate,Shatter,","Granddaddy Purple (GDP)",,,
"13166","Tahoe OG Kush - Shatter","dankman-tahoe-og-kush-shatter","DankMan","Concentrate,Shatter,","Tahoe OG Kush",,,
"13167","Strawberry Banana - Oil","the-clear-concentrate-strawberry-banana-oil","The Clear Concentrate","Concentrate,Oil,","Strawberry Banana",,,
"13168","Lemon Haze - Oil","the-clear-concentrate-lemon-haze-oil","The Clear Concentrate","Concentrate,Oil,","Lemon Haze",,,
"13169","Blueberry OG - Water Hash","bizarre-brothers-blueberry-og-water-hash","Bizarre Brothers","Concentrate,Bubble Hash,","Blueberry OG",,,
"13170","Animal Cookies - Water Hash","bizarre-brothers-animal-cookies-water-hash","Bizarre Brothers","Concentrate,Bubble Hash,","Animal Cookies",,,
"13171","Master OG - Shatter","unknown-producer-master-og-shatter","Unknown Producer","Concentrate,Shatter,","Master OG",,,
"13172","U2 - Wax","unknown-producer-u2-wax","Unknown Producer","Concentrate,Wax,","U2",,,
"13173","Afghan Kush - Water Hash","unknown-producer-afghan-kush-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Afghan Kush",,,
"13174","Super Silver Haze (SSH) - Water Hash","unknown-producer-super-silver-haze-ssh-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Super Silver Haze (SSH)",,,
"13175","Kush Dream - Shatter","shaman-extracts-kush-dream-shatter","Shaman Extracts","Concentrate,Shatter,","Kush Dream",,,
"13176","Purple Pineapple - Crumble","unknown-producer-purple-pineapple-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Purple Pineapple",,,
"13177","Colorado Bubba - Crumble","unknown-producer-colorado-bubba-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Colorado Bubba",,,
"13178","The One - Shatter","unknown-producer-the-one-shatter","Unknown Producer","Concentrate,Shatter,","The One",,,
"13179","Allen Wrench - Shatter","unknown-producer-allen-wrench-shatter","Unknown Producer","Concentrate,Shatter,","Allen Wrench",,,
"13180","Chocolate Thai - Shatter","unknown-producer-chocolate-thai-shatter","Unknown Producer","Concentrate,Shatter,","Chocolate Thai",,,
"13181","Lemon Haze - Shatter","unknown-producer-lemon-haze-shatter","Unknown Producer","Concentrate,Shatter,","Lemon Haze",,,
"13182","Cookie Wreck - Wax","unknown-producer-cookie-wreck-wax","Unknown Producer","Concentrate,Wax,","Cookie Wreck",,,
"13183","Blue Jack - Shatter","waxology-blue-jack-shatter","Waxology","Concentrate,Shatter,","Blue Jack",,,
"13184","Inferno OG - Water Hash","high-noon-extracts-inferno-og-water-hash","High Noon Extracts","Concentrate,Bubble Hash,","Inferno OG",,,
"13185","Cherry Special Reserve - Water Hash","frenchy-cannoli-cherry-special-reserve-water-hash","Frenchy Cannoli","Concentrate,Bubble Hash,","Cherry Special Reserve",,,
"13186","Red Dragon - Water Hash","french-laundry-fine-concentrate-red-dragon-water-hash","French Laundry Fine Concentrate","Concentrate,Bubble Hash,","Red Dragon",,,
"13187","Masterkush - Water Hash","french-laundry-fine-concentrate-masterkush-water-hash","French Laundry Fine Concentrate","Concentrate,Bubble Hash,","Masterkush",,,
"13188","Florida OG - Water Hash","unknown-producer-florida-og-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Florida OG",,,
"13189","C4 - Water Hash","fire-king-c4-water-hash","Fire King","Concentrate,Bubble Hash,","C4",,,
"13190","Blue Headband - Wax","unknown-producer-blue-headband-wax","Unknown Producer","Concentrate,Wax,","Blue Headband",,,
"13191","San Fernando Valley OG (SFV OG) - Shatter","ethereal-extracts-san-fernando-valley-og-sfv-og-shatter","Ethereal Extracts","Concentrate,Shatter,","San Fernando Valley OG (SFV OG)",,,
"13192","Royal Raspberry - Water Hash","unknown-producer-royal-raspberry-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Royal Raspberry",,,
"13193","ACDC (AC/DC) - Shatter","dankman-acdc-ac-dc-shatter","DankMan","Concentrate,Shatter,","ACDC (AC/DC)",,,
"13194","Strawberry Banana - Vaporizer Cartridge","the-clear-concentrate-strawberry-banana-vaporizer-cartridge","The Clear Concentrate","Vapes,Vape Cartidge,","Strawberry Banana",,,
"13195","Grapevine - Vaporizer Cartridge","the-clear-concentrate-grapevine-vaporizer-cartridge","The Clear Concentrate","Vapes,Vape Cartidge,","Grapevine",,,
"13196","Canna-Tsu - Oil","popnaturals-canna-tsu-oil","PopNaturals","Concentrate,Oil,","Canna-Tsu",,,
"13197","Cheese Quake - Oil","thc-pharmaceuticals-inc-cheese-quake-oil","THC Pharmaceuticals Inc.","Concentrate,Oil,","Cheese Quake",,,
"13198","Super Lemon Haze x Gorilla Glue - Shatter","icy-extracts-super-lemon-haze-x-gorilla-glue-shatter","Icy Extracts","Concentrate,Shatter,","Super Lemon Haze x Gorilla Glue",,,
"13199","Blue Dream - Shatter","icy-extracts-blue-dream-shatter","Icy Extracts","Concentrate,Shatter,","Blue Dream",,,
"13200","Blue Train - Wax","unknown-producer-blue-train-wax","Unknown Producer","Concentrate,Wax,","Blue Train",,,
"13201","Purple Snow - Wax","unknown-producer-purple-snow-wax","Unknown Producer","Concentrate,Wax,","Purple Snow",,,
"13202","Californian Sunrise (Alpha) - Shatter","unknown-producer-californian-sunrise-alpha-shatter","Unknown Producer","Concentrate,Shatter,","Californian Sunrise (Alpha)",,,
"13203","Chocolate Hashberry - Hash","unknown-producer-chocolate-hashberry-hash","Unknown Producer",,"Chocolate Hashberry",,,
"13204","OG Kush - Shatter","gold-standard-extractions-og-kush-shatter","Gold Standard Extractions","Concentrate,Shatter,","OG Kush",,,
"13205","Girl Scout Cookies - Shatter","gold-standard-extractions-girl-scout-cookies-shatter","Gold Standard Extractions","Concentrate,Shatter,","Girl Scout Cookies",,,
"13206","Purple Kush - Shatter","gold-standard-extractions-purple-kush-shatter","Gold Standard Extractions","Concentrate,Shatter,","Purple Kush",,,
"13207","Romulan - Vaporizer Cartridge","unknown-producer-romulan-vaporizer-cartridge","Unknown Producer","Vapes,Vape Cartidge,","Romulan",,,
"13208","Purple Skunk - Kief","unknown-producer-purple-skunk-kief","Unknown Producer","Concentrate,Kief,","Purple Skunk",,,
"13209","Trainwreck - Oil","dabbenport-extracts-trainwreck-oil","Dabbenport Extracts","Concentrate,Oil,","Trainwreck",,,
"13210","OG Kush - Shatter","gold-drop-og-kush-shatter","Gold Drop","Concentrate,Shatter,","OG Kush",,,
"13211","Gorilla Glue #4 - Shatter","gold-drop-gorilla-glue-4-shatter","Gold Drop","Concentrate,Shatter,","Gorilla Glue #4",,,
"13212","CBD Versace - Shatter","gold-drop-cbd-versace-shatter","Gold Drop","Concentrate,Shatter,","CBD Versace",,,
"13213","Foo Dog - Vaporizer Cartridge","loompa-farms-foo-dog-vaporizer-cartridge","Loompa Farms","Vapes,Vape Cartidge,","Foo Dog",,,
"13214","Foo Dog - Shatter","unknown-producer-foo-dog-shatter","Unknown Producer","Concentrate,Shatter,","Foo Dog",,,
"13215","Peaches - Oil","nectars-710-peaches-oil","Nectars 710","Concentrate,Oil,","Peaches",,,
"13216","Matanuska Tundra (ATF) - Shatter","unknown-producer-matanuska-tundra-atf-shatter","Unknown Producer","Concentrate,Shatter,","Matanuska Tundra (ATF)",,,
"13217","Bay Dream - Crumble","unknown-producer-bay-dream-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Bay Dream",,,
"13218","Platinum Headband - Crumble","unknown-producer-platinum-headband-crumble","Unknown Producer","Concentrate,Crumble,Wax,","Platinum Headband",,,
"13219","Grape Ape - Wax","absolute-best-extracts-grape-ape-wax","Absolute Best Extracts","Concentrate,Wax,","Grape Ape",,,
"13220","Platinum Jack - Shatter","unknown-producer-platinum-jack-shatter","Unknown Producer","Concentrate,Shatter,","Platinum Jack",,,
"13221","Headband - Shatter","revolutionary-extracts-headband-shatter","Revolutionary Extracts","Concentrate,Shatter,","Headband",,,
"13222","Purple Princess - Shatter","nuthin-but-nectar-extracts-purple-princess-shatter","Nuthin But Nectar Extracts","Concentrate,Shatter,","Purple Princess",,,
"13223","Inferno OG - Shatter","nuthin-but-nectar-extracts-inferno-og-shatter","Nuthin But Nectar Extracts","Concentrate,Shatter,","Inferno OG",,,
"13224","Lemon OG Kush - Shatter","nuthin-but-nectar-extracts-lemon-og-kush-shatter","Nuthin But Nectar Extracts","Concentrate,Shatter,","Lemon OG Kush",,,
"13225","The White - Shatter","nuthin-but-nectar-extracts-the-white-shatter","Nuthin But Nectar Extracts","Concentrate,Shatter,","The White",,,
"13226","Zkittlez/OG Eddy Lepp - Water Hash","moonshine-melts-zkittlez-og-eddy-lepp-water-hash","Moonshine Melts","Concentrate,Bubble Hash,","Zkittlez/OG Eddy Lepp",,,
"13227","Tangie - Crumble","red-seal-cowboy-tangie-crumble","Red Seal (Cowboy)","Concentrate,Crumble,Wax,","Tangie",,,
"13228","Kali Mist - Wax","unknown-producer-kali-mist-wax","Unknown Producer","Concentrate,Wax,","Kali Mist",,,
"13229","Pineapple Diesel - Wax","unknown-producer-pineapple-diesel-wax","Unknown Producer","Concentrate,Wax,","Pineapple Diesel",,,
"13230","OG x Haze - Wax","unknown-producer-og-x-haze-wax","Unknown Producer","Concentrate,Wax,","OG x Haze",,,
"13231","Wonder - Wax","the-clear-concentrate-wonder-wax","The Clear Concentrate","Concentrate,Wax,","Wonder",,,
"13232","Orange Cream Soda - Oil","the-clear-concentrate-orange-cream-soda-oil","The Clear Concentrate","Concentrate,Oil,","Orange Cream Soda",,,
"13233","Funky Bitch (Golden Goat) - Oil","the-clear-concentrate-funky-bitch-golden-goat-oil","The Clear Concentrate","Concentrate,Oil,","Funky Bitch (Golden Goat)",,,
"13234","Sour Diesel - Shatter","dynasty-extracts-sour-diesel-shatter","Dynasty Extracts","Concentrate,Shatter,","Sour Diesel",,,
"13235","Super Silver Haze (SSH) - Shatter","dynasty-extracts-super-silver-haze-ssh-shatter","Dynasty Extracts","Concentrate,Shatter,","Super Silver Haze (SSH)",,,
"13236","OGiesel - Shatter","dankman-ogiesel-shatter","DankMan","Concentrate,Shatter,","OGiesel",,,
"13237","Minty Afgoo - Shatter","rumpelstiltskin-extracts-rump-wax-minty-afgoo-shatter","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Shatter,","Minty Afgoo",,,
"13238","OG Kush - Water Hash","full-flava-extracts-og-kush-water-hash","Full Flava Extracts","Concentrate,Bubble Hash,","OG Kush",,,
"13239","Gorilla Glue #4 - Water Hash","full-flava-extracts-gorilla-glue-4-water-hash","Full Flava Extracts","Concentrate,Bubble Hash,","Gorilla Glue #4",,,
"13240","Cheese - Water Hash","full-flava-extracts-cheese-water-hash","Full Flava Extracts","Concentrate,Bubble Hash,","Cheese",,,
"13241","Girl Scout Cookies - Water Hash","full-flava-extracts-girl-scout-cookies-water-hash","Full Flava Extracts","Concentrate,Bubble Hash,","Girl Scout Cookies",,,
"13242","Skywalker - Shatter","west-coast-cure-skywalker-shatter","West Coast Cure","Concentrate,Shatter,","Skywalker",,,
"13243","Paris OG - Shatter","prime-extractions-paris-og-shatter","Prime Extractions","Concentrate,Shatter,","Paris OG",,,
"13244","Granddaddy Purple (GDP) - Wax","evolution-extracts-granddaddy-purple-gdp-wax","Evolution Extracts","Concentrate,Wax,","Granddaddy Purple (GDP)",,,
"13245","Durban Diesel (Sour Poison) - Wax","evolution-extracts-durban-diesel-sour-poison-wax","Evolution Extracts","Concentrate,Wax,","Durban Diesel (Sour Poison)",,,
"13246","Jack Frost - Shatter","unknown-producer-jack-frost-shatter","Unknown Producer","Concentrate,Shatter,","Jack Frost",,,
"13247","Sweet Island Skunk - Water Hash","unknown-producer-sweet-island-skunk-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Sweet Island Skunk",,,
"13248","Super OG - Shatter","slick-extracts-super-og-shatter","Slick Extracts","Concentrate,Shatter,","Super OG",,,
"13249","Purple Princess x GDP - Shatter","slick-extracts-purple-princess-x-gdp-shatter","Slick Extracts","Concentrate,Shatter,","Purple Princess x GDP",,,
"13250","Purple Princess - Shatter","slick-extracts-purple-princess-shatter","Slick Extracts","Concentrate,Shatter,","Purple Princess",,,
"13251","Purple Skittles - Oil","nw-kind-purple-skittles-oil","NW KIND","Concentrate,Oil,","Purple Skittles",,,
"13252","The Purps - Wax","nw-kind-the-purps-wax","NW KIND","Concentrate,Wax,","The Purps",,,
"13253","The Purps - Oil","nw-kind-the-purps-oil","NW KIND","Concentrate,Oil,","The Purps",,,
"13254","Animal Cookies - Oil","nw-kind-animal-cookies-oil","NW KIND","Concentrate,Oil,","Animal Cookies",,,
"13255","Afgoo (Afgooey / Afghooey) - Oil","nw-kind-afgoo-afgooey-afghooey-oil","NW KIND","Concentrate,Oil,","Afgoo (Afgooey / Afghooey)",,,
"13256","XXX OG (Triple X OG) - Oil","dab-society-extracts-xxx-og-triple-x-og-oil","Dab Society Extracts","Concentrate,Oil,","XXX OG (Triple X OG)",,,
"13257","Banana Pineapple Express - Oil","green-science-remedies-banana-pineapple-express-oil","Green Science Remedies","Concentrate,Oil,","Banana Pineapple Express",,,
"13258","Box of Chocolates - Shatter","golden-ticket-extracts-box-of-chocolates-shatter","Golden Ticket Extracts","Concentrate,Shatter,","Box of Chocolates",,,
"13259","The Nubia - Shatter","golden-ticket-extracts-the-nubia-shatter","Golden Ticket Extracts","Concentrate,Shatter,","The Nubia",,,
"13260","Lemon Alien - Shatter","golden-ticket-extracts-lemon-alien-shatter","Golden Ticket Extracts","Concentrate,Shatter,","Lemon Alien",,,
"13261","Berry OG Kush - Water Hash","unknown-producer-berry-og-kush-water-hash","Unknown Producer","Concentrate,Bubble Hash,","Berry OG Kush",,,
"13262","Afgoo (Afgooey / Afghooey) - Wax","jmp-botanicals-afgoo-afgooey-afghooey-wax","JMP Botanicals","Concentrate,Wax,","Afgoo (Afgooey / Afghooey)",,,
"13263","Pink Cadillac - Wax","unknown-producer-pink-cadillac-wax","Unknown Producer","Concentrate,Wax,","Pink Cadillac",,,
"13264","Blue Dream - Wax","jmp-botanicals-blue-dream-wax","JMP Botanicals","Concentrate,Wax,","Blue Dream",,,
"13265","Passionfruit - Wax","unknown-producer-passionfruit-wax","Unknown Producer","Concentrate,Wax,","Passionfruit",,,
"13266","Green Goddess - Wax","unknown-producer-green-goddess-wax","Unknown Producer","Concentrate,Wax,","Green Goddess",,,
"13267","Sugar Cookie - Wax","jmp-botanicals-sugar-cookie-wax","JMP Botanicals","Concentrate,Wax,","Sugar Cookie",,,
"13268","Kandy Kush - Shatter","jmp-botanicals-kandy-kush-shatter","JMP Botanicals","Concentrate,Shatter,","Kandy Kush",,,
"13269","Purple Berry - Oil","delta-11-purple-berry-oil","Delta 11","Concentrate,Oil,","Purple Berry",,,
"13270","Purple Berry - Vaporizer Cartridge","delta-11-purple-berry-vaporizer-cartridge","Delta 11","Vapes,Vape Cartidge,","Purple Berry",,,
"13271","Hindu Kush - Oil","cali-gold-concentrates-hindu-kush-oil","Cali Gold Concentrates","Concentrate,Oil,","Hindu Kush",,,
"13272","Black Cherry Soda - Shatter","golden-ratio-extracts-black-cherry-soda-shatter","Golden Ratio Extracts","Concentrate,Shatter,","Black Cherry Soda",,,
"13273","Peaches - Wax","nectars-710-peaches-wax","Nectars 710","Concentrate,Wax,","Peaches",,,
"13274","Hawaiian Papaya Passion  - Shatter","unknown-producer-hawaiian-papaya-passion-shatter","Unknown Producer","Concentrate,Shatter,","Hawaiian Papaya Passion ",,,
"13275","OG Kush - Oil","canna-magic-og-kush-oil","Canna Magic","Concentrate,Oil,","OG Kush",,,
"13276","Silver Haze #9 - Oil","canna-magic-silver-haze-9-oil","Canna Magic","Concentrate,Oil,","Silver Haze #9",,,
"13277","Original UK Cheese - Hash","unknown-producer-original-uk-cheese-hash","Unknown Producer",,"Original UK Cheese",,,
"13278","Afghani #1 - Oil","unknown-producer-afghani-1-oil","Unknown Producer","Concentrate,Oil,","Afghani #1",,,
"13279","Blood Diamond OG - Wax","rumpelstiltskin-extracts-rump-wax-blood-diamond-og-wax","Rumpelstiltskin Extracts (Rump Wax)","Concentrate,Wax,","Blood Diamond OG",,,
