"id","name","slug","location","category","instagram"
"1241","Quality Concentrates","quality-concentrates"," CA","Concentrates, Medical, ",
"1242","Quality Organix","quality-organix"," CA","Flower, Concentrates, ",
"1243","Quality Over Quantity","quality-over-quantity"," Ca","Concentrates, ",
"1244","Queen Leaf","queen-leaf"," CA","Medical, ",
"1245","Queen of Hearts","queen-of-hearts"," Ca","Flower, ",
"1246","Quest Concentrates","quest-concentrates"," CO","Concentrates, ",
"1247","R-KIEM Seeds (SPAIN)","r-kiem-seeds-spain"," CO","Flower, ",
"1248","Radiance","radiance"," CA","Vapes, ",
"1249","Radicle Genetics","radicle-genetics"," CA","Flower, ",
"1250","Ramirez Farms","ramirez-farms"," CA",,
"1251","RB26","rb26"," CA","Flower, ",
"1252","Re-Leaf Brand","re-leaf-brand"," AZ",,
"1253","Ready To Flower","ready-to-flower"," AZ","Flower, ",
"1254","Real CBD","real-cbd"," AZ","Concentrates, Medical, ",
"1255","RealHeal (CANADA)","realheal-canada"," BC","Medical, ",
"1256","Rebel Spirit","rebel-spirit"," OR","Flower, ",
"1257","Red Dragon Extracts","red-dragon-extracts"," CA","Flower, Concentrates, Vape Pens, ",
"1258","Red Eye Jedi","red-eye-jedi"," CA","Vapes, ",
"1259","Red Seal Extracts","red-seal-extracts"," CA","Concentrates, ",
"1260","Redfeather Releaf","redfeather-releaf"," CA","Medical, ",
"1261","Redwood Sap 710 Vape","redwood-sap-710-vape"," CA","Concentrates, Vape Pens, ",
"1262","Releaf Cosmetics, Inc.","releaf-cosmetics-inc"," CA","Medical, ",
"1263","Remedy Plus","remedy-plus"," CA",,
"1264","Remedy Ridge Farms","remedy-ridge-farms"," CA","Flower, ",
"1265","REPTERPS","repterps"," CA","Concentrates, ",
"1266","Reserva Privada (NETHERLANDS)","reserva-privada-netherlands"," CA","Flower, ",
"1267","Resin Seeds (SPAIN)","resin-seeds-spain"," CA","Flower, ",
"1268","Resinate","resinate"," CA","Concentrates, ",
"1269","Revive Organics","revive-organics"," CA","Edibles, Medical, ",
"1270","Revivid CBD","revivid-cbd"," CA",,
"1271","REZN Extracts","rezn-extracts"," CA","Concentrates, ",
"1272","Rich + Ruby","rich-ruby"," CA","Flower, Concentrates, Vape Pens, Edibles, ",
"1273","Right Patch","right-patch"," CA","Medical, ",
"1274","Ripper Seeds (SPAIN)","ripper-seeds-spain"," CA","Featured, Flower, Apparel, ",
"1275","Risen Labs","risen-labs"," CA","Concentrates, Vape Pens Hybrid, Vape Pens, Batteries, ",
"1276","Rising Sun Extract","rising-sun-extract"," CA","Concentrates, ",
"1277","ROBHOTS","robhots"," CO",,
"1278","Rocca","rocca"," CA",,
"1279","Rocket Remedies","rocket-remedies"," CA","Edibles, Medical, ",
"1280","Rockin J Farms","rockin-j-farms"," CA","Flower, ",
"1281","Roganja","roganja"," OR","Flower, ",
"1282","Rogers","rogers"," CA","Flower, ",
"1283","Rogue Herbs","rogue-herbs"," CA","Flower, ",
"1284","Roil Extracts","roil-extracts"," CA","Concentrates, ",
"1285","Roils","roils"," CA","Concentrates, Vape Pens, Apparel, ",
"1286","Rolls Rosin","rolls-rosin"," CA",,
"1287","Root Of It All","root-of-it-all"," CO","Edibles, Medical, ",
"1288","Rooted Genetics","rooted-genetics"," CA","Concentrates, ",
"1289","Roots Ranch","roots-ranch"," CA","Concentrates, ",
"1290","Rootworx","rootworx"," CA","Flower, ",
"1291","Rose Buds Remedy","rose-buds-remedy","Pleasant Hill","Medical, ",
"1292","Rose Co.","rose-co","Pleasant Hill",,
"1293","RosinHood Extracts (CANADA)","rosinhood-extracts-canada","Pleasant Hill",,
"1294","ROVE","rove"," CA","Vapes, Batteries, ",
"1295","Royal Ambrosia","royal-ambrosia"," CA","Concentrates, ",
"1296","Royal Choice Farms","royal-choice-farms"," CA","Flower, ",
"1297","Royal Highness Edibles","royal-highness-edibles"," CA","Edibles, ",
"1298","Royal Queen Seeds (SPAIN)","royal-queen-seeds-spain"," CA","Flower, Medical, ",
"1299","Royal Trees","royal-trees"," CA","Flower, ",
"1300","Rrari Extracts","rrari-extracts"," CA","Flower, Concentrates, ",
"1301","Ruby Cannabis Sugar","ruby-cannabis-sugar"," CA","Concentrates, Edibles, ",
"1302","Rumpelstiltskin Extracts","rumpelstiltskin-extracts"," CA","Concentrates, ",
"1303","Rxhale","rxhale"," CA",,
"1304","RxTrax","rxtrax"," CA","Concentrates, ",
"1305","S.D. Cookie Jar","s-d-cookie-jar"," CA","Flower, ",
"1306","Sacred Herb Medicinals","sacred-herb-medicinals"," OR","Medical, ",
"1307","Sacred Medicinals","sacred-medicinals"," CA","Edibles, Medical, ",
"1308","Sacred Mind & Body","sacred-mind-body"," CA","Medical, ",
"1309","Safari Extracts","safari-extracts"," CA",,
"1310","Saint Pablo","saint-pablo"," CA","Vapes, ",
"1311","Salus","salus"," MI","Edibles, Medical, ",
"1312","Sana Hemp Juice (NETHERLANDS)","sana-hemp-juice-netherlands"," MI","Edibles, ",
"1313","Sandals","sandals"," CA","Flower, Concentrates, ",
"1314","Santa Cruz Timber - Always Organic","santa-cruz-timber-always-organic"," CA","Concentrates, Vape Pens, ",
"1315","Santa Cruz Veterans Alliance (SCVA)","santa-cruz-veterans-alliance-scva"," CA","Flower, ",
"1316","Santa Semilla (SPAIN)","santa-semilla-spain"," CA","Flower, ",
"1317","SAP","sap"," CA",,
"1318","Satica Pharms","satica-pharms"," CA","Medical, ",
"1319","SÃ¡tiros Seeds (SPAIN)","satiros-seeds-spain"," CA","Flower, ",
"1320","Sativida (SPAIN)","sativida-spain"," CA","Medical, ",
"1321","Satori Chocolates","satori-chocolates"," CA","Edibles, ",
"1322","Savage Brands","savage-brands"," CA",,
"1323","Savage Woods","savage-woods"," CA","Flower, ",
"1324","Sawatch","sawatch"," CA","Medical, ",
"1325","Sawgy Kush","sawgy-kush"," CA","Concentrates, ",
"1326","Scapegoat Genetics","scapegoat-genetics"," CA","Flower, ",
"1327","ScienceLab (CANADA)","sciencelab-canada"," ON",,
"1328","Scorpion 420","scorpion-420"," CA",,
"1329","SD Extracts","sd-extracts"," CA","Concentrates, Vape Pens, ",
"1330","Seattle Green Bud","seattle-green-bud"," WA",,
"1331","Secret Canarian Crew","secret-canarian-crew"," WA","Concentrates, ",
"1332","Secrets Candy","secrets-candy"," WA","Edibles, ",
"1333","Seed Vault of California","seed-vault-of-california"," WA","Flower, ",
"1334","Seeds of Africa (SPAIN)","seeds-of-africa-spain"," WA","Flower, Edibles, ",
"1335","Seeds of Life (SPAIN)","seeds-of-life-spain"," WA","Flower, ",
"1336","Select","select"," OR","Concentrates, Vape Pens, ",
"1337","SENS Bars","sens-bars"," OR","Concentrates, Edibles, ",
"1338","Sensation Seeds (SPAIN)","sensation-seeds-spain"," OR","Flower, ",
"1339","Sensi Chew","sensi-chew"," CA",,
"1340","Sensi Seeds","sensi-seeds"," CA","Flower, Medical, ",
"1341","Serenity","serenity"," CA",,
"1342","Shango","shango"," NV","Flower, Concentrates, Edibles, ",
"1343","Shatter House Extracts","shatter-house-extracts"," MI",,
"1344","Shatter Mountain","shatter-mountain"," CA","Concentrates, ",
"1345","Shatter Tanks","shatter-tanks"," CA",,
"1346","SHE DONT KNOW","she-dont-know"," OR",,
"1347","Shemen Holy Oil","shemen-holy-oil"," CA","Edibles, Medical, ",
"1348","Shishabudz","shishabudz"," CA","Flower, ",
"1349","Shum-Met Bars","shum-met-bars"," CO","Edibles, ",
"1350","SICROCKS","sicrocks"," CA","Flower, ",
"1351","Sierra Botanical","sierra-botanical"," CA","Flower, ",
"1352","Sierra Pacific Rising","sierra-pacific-rising"," CA","Flower, Concentrates, ",
"1353","Silicon Valley Farms","silicon-valley-farms"," CA","Flower, ",
"1354","Silver State Trading","silver-state-trading"," NV","Flower, Concentrates, Vape Pens, ",
"1355","Since 1975","since-1975"," CA","Flower, Concentrates, Vape Pens, Edibles, ",
"1356","Sirius Flower Farms","sirius-flower-farms"," CA","Flower, ",
"1357","Sirius Labs","sirius-labs"," CA","Concentrates, ",
"1358","Siskiyou Sungrown","siskiyou-sungrown"," OR","Flower, Concentrates, Edibles, ",
"1359","Skunk Feather Concentrates","skunk-feather-concentrates"," California","Concentrates, Vape Pens, Batteries, ",
"1360","Sky High Gardens","sky-high-gardens"," WA","Flower, ",
"1361","Skydweller Farms","skydweller-farms"," Ca","Flower, Concentrates, Vape Pens, ",
"1362","Skyfire Edibles","skyfire-edibles"," CA","Edibles, ",
"1363","Skyy Flower","skyy-flower"," CA","Flower, ",
"1364","Slab Happy Extracts","slab-happy-extracts"," CA","Edibles, ",
"1365","Sloth Bars","sloth-bars"," CA","Edibles, ",
"1366","Sluggers","sluggers"," Ca",,
"1367","Slump Wax","slump-wax"," CA","Concentrates, Vape Pens, Edibles, ",
"1368","SMASH EXTRACTS","smash-extracts"," CA","Concentrates, ",
"1369","Smoke Signals","smoke-signals"," CA","Flower, Concentrates, ",
"1370","Smokey Point Productions","smokey-point-productions"," WA",,
"1371","Smokiez Edibles","smokiez-edibles"," WA","Edibles, ",
"1372","Snail Trail Extracts","snail-trail-extracts"," WA","Concentrates, ",
"1373","Snow High Seeds","snow-high-seeds"," WA","Flower, ",
"1374","So Dank Extracts","so-dank-extracts"," WA","Concentrates, ",
"1375","SoCal Dabbers","socal-dabbers"," CA","Concentrates, ",
"1376","SoCal Farms","socal-farms"," CA","Flower, ",
"1377","SoCal Green Works","socal-green-works"," CA",,
"1378","SOCO Flower Co.","soco-flower-co"," CA","Flower, ",
"1379","SoilGrown Solventless","soilgrown-solventless"," CA",,
"1380","SoL Selects","sol-selects"," CA",,
"1381","SOL Vapes","sol-vapes"," CA","Concentrates, ",
"1382","Somatik","somatik"," CA",,
"1383","Sootheen","sootheen"," CA","Edibles, Medical, ",
"1384","Soothing Remedies","soothing-remedies"," NV",,
"1385","Soulshine Cannabis","soulshine-cannabis"," WA",,
"1386","South Bay Wholesale","south-bay-wholesale"," WA","Flower, ",
"1387","Southern Humboldt Concentrates","southern-humboldt-concentrates"," CA","Concentrates, ",
"1388","Southern Humboldt Royal Cannabis Company","southern-humboldt-royal-cannabis-company"," CA","Flower, ",
"1389","Southern Humboldt Seed Collective","southern-humboldt-seed-collective"," CA","Flower, ",
"1390","Southern Oregon Seeds","southern-oregon-seeds"," CA","Flower, ",
"1391","Southpaw Extracts","southpaw-extracts"," CA","Concentrates, ",
"1392","Sow Eden Organics","sow-eden-organics"," CA","Concentrates, Edibles, Medical, ",
"1393","Space Ape","space-ape"," CA",,
"1394","Space Monkey Meds","space-monkey-meds"," CA","Flower, ",
"1395","Space Nugs","space-nugs"," CA","Flower, ",
"1396","Speakeasy 710","speakeasy-710"," CA","Featured, Concentrates, Vape Pens, ",
"1397","Spherex CO2","spherex-co2"," CO","Concentrates, Vape Pens, ",
"1398","Spire Ridge Farms","spire-ridge-farms"," CA","Flower, Concentrates, ",
"1399","Splatter Labs","splatter-labs"," CA",,
"1400","Spliffin","spliffin"," CA",,
"1401","Spray-N-Relief","spray-n-relief"," AZ","Edibles, ",
"1402","Sprig","sprig"," CA",,
"1403","Sprite Glass (Test) 2","sprite-glass-test-2"," CA","Concentrates, ",
"1404","Stagecoach","stagecoach"," CA","Flower, Concentrates, ",
"1405","Standard Xtracts","standard-xtracts"," CA","Vapes, Medical, Batteries, ",
"1406","Stash Club (CANADA)","stash-club-canada"," NL","Vapes, ",
"1407","Sticky Frog Extracts","sticky-frog-extracts"," Wa","Flower, Concentrates, ",
"1408","Sticky Icky","sticky-icky"," CA","Flower, ",
"1409","Sticky Sticks","sticky-sticks"," CA","Flower, ",
"1410","Sticky Thumb Farms","sticky-thumb-farms"," CA","Flower, ",
"1411","Stillwater Brands","stillwater-brands"," CO",,
"1412","Stixy Woodz Exclusiv Goodz","stixy-woodz-exclusiv-goodz"," CO","Flower, ",
"1413","Stokes Confections","stokes-confections"," CA","Edibles, ",
"1414","Stone Pharms","stone-pharms"," CA",,
"1415","Stoned Oven Pizza","stoned-oven-pizza"," CA","Edibles, ",
"1416","Stoned Sweets","stoned-sweets"," CA","Concentrates, Edibles, ",
"1417","Stoney Mountain Farms","stoney-mountain-farms"," CA","Flower, ",
"1418","Stoney Ranch","stoney-ranch"," CA",,
"1419","Str8 Organics","str8-organics"," CA","Flower, ",
"1420","Strainz","strainz"," WA",,
"1421","Strictly Edibles","strictly-edibles"," CA","Edibles, ",
"1422","Strovia","strovia"," CA","Edibles, ",
"1423","Stuck Up Extracts","stuck-up-extracts"," CA","Concentrates, ",
"1424","SUBX","subx"," Wa","Flower, ",
"1425","Sugar Leaf Extracts","sugar-leaf-extracts"," Wa","Flower, Concentrates, ",
"1426","Sugar Magnolia","sugar-magnolia"," Wa","Flower, Concentrates, ",
"1427","SugarTop Buddery","sugartop-buddery"," Or","Flower, ",
"1428","SuicideGirls Cannabis","suicidegirls-cannabis"," CA","Vapes, ",
"1429","Summa Cannabis","summa-cannabis"," CA","Flower, ",
"1430","Summit CBD","summit-cbd"," CA","Edibles, ",
"1431","Sunderstorm Scientific","sunderstorm-scientific"," CA","Concentrates, Medical, ",
"1432","Suny Cheba","suny-cheba"," CA","Flower, ",
"1433","Super Dank Cannabis","super-dank-cannabis"," CA","Flower, Concentrates, ",
"1434","Super Farm","super-farm"," CO","Flower, ",
"1435","SuperBaked","superbaked"," CO","Edibles, ",
"1436","Superior Extracts","superior-extracts"," AZ",,
"1437","Supreme OG Kush","supreme-og-kush"," MI","Flower, Concentrates, ",
"1438","Swamp Boys","swamp-boys"," ca","Flower, ",
"1439","Sway 215","sway-215"," ca","Flower, Concentrates, ",
"1440","Sweet As!","sweet-as"," ca",,
"1441","Sweet Cali Candy","sweet-cali-candy"," CA","Edibles, ",
"1442","Sweet Grass Kitchen","sweet-grass-kitchen"," CO","Edibles, ",
"1443","Sweet High Pastry (SPAIN)","sweet-high-pastry-spain"," CO","Edibles, ",
"1444","Sweet Jane Edibles (CANADA)","sweet-jane-edibles-canada"," NS","Edibles, Medical, ",
"1445","Sweet Leaf Medibles (SPAIN)","sweet-leaf-medibles-spain"," NS","Edibles, ",
"1446","Sweet ReLeaf","sweet-releaf"," CO","Medical, ",
"1447","Sweet Seeds (SPAIN)","sweet-seeds-spain"," CO","Flower, Apparel, ",
"1448","Sweet Sensi Kitchen","sweet-sensi-kitchen"," CO","Edibles, ",
"1449","Sweet Stones Candies","sweet-stones-candies"," MI","Edibles, ",
"1450","Swerve Confections & Melts","swerve-confections-melts"," CA","Edibles, ",
"1451","Swifts Edibles","swifts-edibles"," WA","Edibles, ",
"1452","Sycanna Laboratories","sycanna-laboratories"," WA","Vapes, ",
"1453","Synergy","synergy"," WA","Concentrates, ",
"1454","T.H. Seeds","t-h-seeds"," WA","Flower, ",
"1455","Tahoe Harvest Collection","tahoe-harvest-collection"," CA","Flower, Concentrates, Medical, ",
"1456","Tahoe Hydroponics","tahoe-hydroponics"," NV","Flower, ",
"1457","Tahoe Organix","tahoe-organix"," CA","Flower, ",
"1458","Tainted Love","tainted-love"," CA","Edibles, ",
"1459","Tar Hill Wholesale","tar-hill-wholesale"," CA","Flower, ",
"1460","Tasty High Creations","tasty-high-creations"," CA","Edibles, ",
"1461","Temple Extracts","temple-extracts"," CA","Concentrates, Vape Pens, ",
"1462","TeraPen Pure Extracts","terapen-pure-extracts"," CA",,
"1463","Terp Headz","terp-headz"," CA","Flower, ",
"1464","Terphouse Inc.","terphouse-inc"," CA","Vapes, ",
"1465","Terra BHO","terra-bho"," CA","Concentrates, ",
"1466","Terraform Genetics","terraform-genetics"," CA","Flower, ",
"1467","Tetra Technologies (CANADA)","tetra-technologies-canada"," CA","Concentrates, Medical, ",
"1468","TetraLabs","tetralabs"," CA","Concentrates, Vape Pens, Edibles, Batteries, ",
"1469","TG Labs","tg-labs"," CA","Concentrates, ",
"1470","TGA Subcool","tga-subcool"," CA",,
"1471","THC Design","thc-design"," CA","Flower, ",
"1472","THC Express","thc-express"," WA","Flower, Edibles, Medical, ",
"1473","THC Honey Cup","thc-honey-cup"," CA","Edibles, ",
"1474","THC Seeds (SPAIN)","thc-seeds-spain"," CA","Flower, ",
"1475","THClear Co","thclear-co"," Ca","Flower, Concentrates, Vape Pens, Batteries, ",
"1476","THCure (SPAIN)","thcure-spain"," Ca","Medical, ",
"1477","The Bakery","the-bakery"," Ca","Edibles, ",
"1478","The Bank Genetics","the-bank-genetics"," Colorado","Flower, ",
"1479","The Bulldog Seeds (NETHERLANDS)","the-bulldog-seeds-netherlands"," Colorado",,
"1480","The Cali Connection","the-cali-connection"," CA",,
"1481","The Cannabliss Company","the-cannabliss-company"," CA","Concentrates, ",
"1482","The Certified Skunk","the-certified-skunk"," CA","Concentrates, Batteries, ",
"1483","The Chronic Cravingâ„¢","the-chronic-craving"," CA","Vapes, Edibles, ",
"1484","The Clear Concentrate","the-clear-concentrate"," CA","Concentrates, Vape Pens, Edibles, Medical, Batteries, ",
"1485","The Clinic WholeSale Flower","the-clinic-wholesale-flower"," CO","Flower, ",
"1486","The Clone Brothers","the-clone-brothers"," OR","Flower, ",
"1487","The CO2 Company","the-co2-company"," OR","Concentrates, ",
"1488","The Collection","the-collection"," OR",,
"1489","The Cookie Co. 415","the-cookie-co-415"," OR",,
"1490","The Dankery","the-dankery"," CO","Concentrates, Medical, ",
"1491","The Doobie Company","the-doobie-company"," CA","Concentrates, Vape Pens, Edibles, ",
"1492","The Flavor Meister","the-flavor-meister"," MI","Flower, Concentrates, Edibles, ",
"1493","The Flavoring Gurus","the-flavoring-gurus"," CA","Flower, Edibles, ",
"1494","The Good","the-good"," AZ","Flower, Concentrates, ",
"1495","The Green Vault","the-green-vault"," Wa",,
"1496","The Growing Kitchen","the-growing-kitchen"," Colorado","Edibles, Medical, ",
"1497","The Guild Of Cannasseurs","the-guild-of-cannasseurs"," Colorado","Edibles, ",
"1498","The Hemperors Club","the-hemperors-club"," Colorado","Flower, Concentrates, Vape Pens, Batteries, ",
"1499","The Hepburns","the-hepburns"," CA","Flower, ",
"1500","The Herbsmith","the-herbsmith"," CA","Concentrates, Edibles, ",
"1501","The High Church","the-high-church"," CA","Vapes, ",
"1502","The High Club Harvest","the-high-club-harvest"," CA",,
"1503","The Highest Cure","the-highest-cure"," CA","Flower, Concentrates, ",
"1504","The Highest Grade","the-highest-grade"," CA",,
"1505","The Humboldt Cure","the-humboldt-cure"," CA","Flower, Concentrates, Vape Pens, ",
"1506","The Joint Venture","the-joint-venture"," Washington","Flower, ",
"1507","The Kush Brothers (SPAIN)","the-kush-brothers-spain"," Washington","Flower, Medical, Apparel, ",
"1508","The Lab","the-lab"," CO","Concentrates, Vape Pens, Edibles, Batteries, ",
"1509","The Legion of Bloom","the-legion-of-bloom"," CA","Flower, Concentrates, Vape Pens, Medical, Batteries, ",
"1510","The Lemon Tree","the-lemon-tree"," CA","Flower, Concentrates, Edibles, ",
"1511","The Magic Buzz","the-magic-buzz"," CA","Edibles, ",
"1512","The Masterbaker","the-masterbaker"," CA",,
"1513","The Medicine Woman","the-medicine-woman"," CA","Concentrates, Vape Pens, Medical, ",
"1514","The Nutty Baker","the-nutty-baker"," CA","Concentrates, Edibles, ",
"1515","The Original Black Leaf INC.","the-original-black-leaf-inc"," CA",,
"1516","The Original California Hemp Company","the-original-california-hemp-company"," CA","Medical, ",
"1517","The Pat Pen","the-pat-pen"," Colorado",,
"1518","The Real King Cookie","the-real-king-cookie"," Ca","Flower, Concentrates, ",
"1519","The Seed Kompany","the-seed-kompany"," Ca","Flower, ",
"1520","The Union Farms","the-union-farms"," Ca","Flower, ",
"1521","The Village","the-village"," Ca","Flower, ",
"1522","The Wize Guyz Family","the-wize-guyz-family"," Ca","Flower, Concentrates, ",
"1523","Thera-Cann","thera-cann"," Ca",,
"1524","Therapy Pure Essentials","therapy-pure-essentials"," CA","Medical, ",
"1525","Therapy Tonics and Provisions","therapy-tonics-and-provisions"," CA","Edibles, Medical, ",
"1526","Thompson Caribou Concentrates (CANADA)","thompson-caribou-concentrates-canada"," QB",,
"1527","THON","thon"," MI","Concentrates, Edibles, Medical, ",
"1528","Tia Lisa","tia-lisa"," CA","Edibles, ",
"1529","Tiger Vape CBD Oil","tiger-vape-cbd-oil"," CA",,
"1530","Timeless Vapes","timeless-vapes"," AZ","Concentrates, ",
"1531","Tinley Beverage Co.","tinley-beverage-co"," AZ","Edibles, ",
"1532","Tinman Oil","tinman-oil"," AZ","Concentrates, ",
"1533","TKO Edibles","tko-edibles"," CA",,
"1534","TKO Reserve","tko-reserve"," OR","Flower, ",
"1535","To Whom It May","to-whom-it-may"," OR","Edibles, ",
"1536","TOK Concentrates","tok-concentrates"," CA","Vapes, Batteries, ",
"1537","Tokin","tokin"," CA","Vapes, Batteries, ",
"1538","Tokin Totem","tokin-totem"," CA","Flower, Concentrates, ",
"1539","Toko (CANADA)","toko-canada"," British Columbia","Vapes, ",
"1540","Top Dawg Seeds","top-dawg-seeds"," British Columbia","Flower, ",
"1541","Top Notch Extracts","top-notch-extracts"," CA","Concentrates, ",
"1542","Top Notch Flowers","top-notch-flowers"," CA","Flower, ",
"1543","Top Tao Seeds (CZECH)","top-tao-seeds-czech"," CA","Flower, ",
"1544","Topshelf","topshelf"," WA","Flower, ",
"1545","Toucan Farms","toucan-farms"," WA","Flower, Concentrates, Medical, ",
"1546","TR Concentrates","tr-concentrates"," WA","Concentrates, ",
"1547","Transcend Hemp Enhanced Products","transcend-hemp-enhanced-products"," WA","Edibles, ",
"1548","Trap Juice","trap-juice"," CA","Edibles, ",
"1549","Treasury","treasury"," CA","Flower, ",
"1550","Treat Yourself","treat-yourself"," CA","Edibles, ",
"1551","Treatibles","treatibles"," CA",,
"1552","Tree Base","tree-base"," CA","Concentrates, Vape Pens, ",
"1553","Tree City Farms","tree-city-farms"," CA","Flower, ",
"1554","Tree Lean","tree-lean"," CA",,
"1555","Tree Masons","tree-masons"," CA",,
"1556","Tree Sap Concentrates","tree-sap-concentrates"," CA","Concentrates, ",
"1557","Tree Sap Xtrax","tree-sap-xtrax"," CA","Concentrates, ",
"1558","Treeology Genetics","treeology-genetics"," CA","Flower, Concentrates, ",
"1559","Trees Please","trees-please"," CA",,
"1560","Treets for the People","treets-for-the-people"," CA","Edibles, ",
"1561","Trichome Farms","trichome-farms"," CA","Flower, ",
"1562","Trichome Vault Extracts","trichome-vault-extracts"," CA","Concentrates, ",
"1563","Trikom Treats","trikom-treats"," Ca",,
"1564","Trokie","trokie"," CA","Edibles, ",
"1565","Tropical Seeds Company (SPAIN)","tropical-seeds-company-spain"," CA","Flower, ",
"1566","Tru Organics Co","tru-organics-co"," CA","Medical, ",
"1567","True Devine Design","true-devine-design"," CA","Flower, ",
"1568","True Gold Labs","true-gold-labs"," CA","Concentrates, Vape Pens, ",
"1569","True Humboldt","true-humboldt"," CA","Flower, ",
"1570","True Terpenes","true-terpenes"," Oregon","Concentrates, Edibles, ",
"1571","Tryke","tryke"," NV","Flower, ",
"1572","Tumble Weed Vapes","tumble-weed-vapes"," CO","Vapes, ",
"1573","Turn And Cough Extracts","turn-and-cough-extracts"," CO","Concentrates, ",
"1574","Twin Buddha Trading Company","twin-buddha-trading-company"," California","Edibles, ",
"1575","Twisted Extracts (CANADA)","twisted-extracts-canada"," BC","Edibles, ",
"1576","Twisted Vittles","twisted-vittles"," MI","Edibles, ",
"1577","Tyrone Jones Medicated BBQ Sauce","tyrone-jones-medicated-bbq-sauce"," CA","Edibles, ",
"1578","Uncle Buds Extracts","uncle-buds-extracts"," Colorado","Concentrates, Vape Pens, ",
"1579","Uncle Herbs","uncle-herbs"," Colorado","Edibles, Medical, ",
"1580","Unregistrd Extracts","unregistrd-extracts"," CA","Concentrates, ",
"1581","Up Company","up-company"," CA","Concentrates, ",
"1582","Upside Edibles","upside-edibles"," CA","Edibles, ",
"1583","Urban Concepts","urban-concepts"," CA","Edibles, ",
"1584","Urban Genetiks (SPAIN)","urban-genetiks-spain"," CA","Flower, ",
"1585","Urbols","urbols"," CA","Flower, Concentrates, Medical, ",
"1586","Utopia Farms","utopia-farms"," CA","Flower, Concentrates, Edibles, Medical, ",
"1587","V-Leaf","v-leaf"," OR",,
"1588","Vader Extracts","vader-extracts"," CA","Concentrates, ",
"1589","Valhalla Confections","valhalla-confections"," CA","Flower, Edibles, ",
"1590","VapeMeds Pure","vapemeds-pure"," CA","Vapes, ",
"1591","Vapen","vapen"," Az","Flower, Concentrates, Vape Pens, Medical, Batteries, ",
"1592","Vappen","vappen"," Az","Vapes, ",
"1593","Vapurrr Extracts","vapurrr-extracts"," Az","Concentrates, Vape Pens, ",
"1594","Varavo","varavo"," CA","Concentrates, Vape Pens, Edibles, Batteries, ",
"1595","VCC Brands","vcc-brands"," CA","Tinctures, Baked Goods, Edibles, Medical, ",
"1596","Vegan Buddha","vegan-buddha"," CA","Concentrates, ",
"1597","Veneno Seeds (SPAIN)","veneno-seeds-spain"," CA","Flower, ",
"1598","Venice Relief","venice-relief"," CA",,
"1599","Venom Farms","venom-farms"," CA","Flower, ",
"1600","Venus Genetics (SPAIN)","venus-genetics-spain"," CA","Flower, ",
"1601","Verde Natural Cannabis","verde-natural-cannabis"," CO",,
"1602","Veritas Fine Cannabis","veritas-fine-cannabis"," CO",,
"1603","VERT Edibles","vert-edibles"," NV","Edibles, ",
"1604","VETCBD","vetcbd"," CA","Edibles, ",
"1605","Vibrant Highs","vibrant-highs"," Oregon","Flower, Concentrates, ",
"1606","Villain Xtracts","villain-xtracts"," CA","Concentrates, ",
"1607","VIOLA EXTRACTS","viola-extracts"," Colorado","Concentrates, ",
"1608","VIP Edibles (CANADA)","vip-edibles-canada"," ON","Concentrates, Edibles, Medical, ",
"1609","VIP Seeds (SPAIN)","vip-seeds-spain"," ON","Flower, ",
"1610","VitaCanna","vitacanna"," ON","Edibles, ",
"1611","Vitonic","vitonic"," OR","Edibles, ",
"1612","Vodis USA","vodis-usa"," OR",,
"1613","Volcano Extracts","volcano-extracts"," OR","Concentrates, ",
"1614","VVS Pens","vvs-pens"," CA","Vapes, Batteries, ",
"1615","VYB","vyb"," CA","Concentrates, Edibles, ",
"1616","W Vapes","w-vapes"," CA","Concentrates, Vape Pens, Medical, ",
"1617","Wana Edibles","wana-edibles"," CO","Edibles, ",
"1618","Waska","waska"," CA",,
"1619","Wax WoRx","wax-worx"," CA","Concentrates, ",
"1620","waxEvape","waxevape"," CA","Concentrates, ",
"1621","Waxman Concentrates","waxman-concentrates"," CA","Concentrates, ",
"1622","WeedBunny","weedbunny"," WA","Concentrates, Vape Pens, ",
"1623","Weedies Cereals","weedies-cereals"," WA","Edibles, ",
"1624","Weetos Edibles","weetos-edibles"," Ca",,
"1625","Weezza Pizza","weezza-pizza"," CA","Edibles, ",
"1626","Weird Science Labs","weird-science-labs"," CA","Concentrates, Vape Pens, ",
"1627","West Coast Collective (CANADA)","west-coast-collective-canada"," CA","Concentrates, Edibles, ",
"1628","West Coast Cure","west-coast-cure"," CA","Flower, Concentrates, Vape Pens, Batteries, ",
"1629","West Coast Extracts (CANADA)","west-coast-extracts-canada"," CA","Concentrates, ",
"1630","West Coast Organics LLC","west-coast-organics-llc"," CA","Flower, ",
"1631","West Med","west-med"," CA","Shatter, Flower, Concentrates, ",
"1632","Western Cultured","western-cultured"," WA",,
"1633","Wet Genetics","wet-genetics"," WA","Flower, ",
"1634","White Label Extracts","white-label-extracts"," OR","Concentrates, ",
"1635","White Rabbit","white-rabbit"," CA","Edibles, ",
"1636","White Rabbit (SPAIN)","white-rabbit-spain"," Sp","Edibles, ",
"1637","Whole Goods Extracts","whole-goods-extracts"," Sp","Concentrates, Vape Pens, ",
"1638","Whoopi & Maya","whoopi-maya"," CA","Medical, ",
